
Mon Mar 20 09:27:06,2017,68.0,99.0,992.0,124
Mon Mar 20 09:27:11,2017,67.0,10.0,988.0, 62
Mon Mar 20 09:27:16,2017,65.0,34.0,992.0,170

Mon Mar 20 09:44:13,2017,10.0,15.0,986.0, 59
Mon Mar 20 09:44:18,2017,42.0,77.0,1011.0,213

Mon Mar 20 09:45:08,2017,29.0,82.0,999.0,181
Mon Mar 20 09:45:13,2017,11.0,79.0,990.0, 44
Mon Mar 20 09:45:18,2017,40.0,96.0,994.0,183

Mon Mar 20 09:47:35,2017,56.0,45.0,1004.0,187
Mon Mar 20 09:47:40,2017,68.0,40.0,1006.0,138
Mon Mar 20 09:47:45,2017,47.0,47.0,1010.0,167
Mon Mar 20 09:47:50,2017,15.0,2.0,995.0, 40
Mon Mar 20 09:49:56,2017,24.0,0.0,993.0,209
Mon Mar 20 09:50:01,2017,34.0,28.0,997.0, 21
Mon Mar 20 09:52:34,2017,33.0,53.0,1007.0,114
Mon Mar 20 09:52:39,2017,68.0,69.0,1011.0, 50
Mon Mar 20 09:52:44,2017,57.0,38.0,1006.0, 26
Mon Mar 20 09:52:49,2017,41.0,53.0,989.0, 45
Mon Mar 20 09:52:54,2017,11.0,9.0,995.0,212
Mon Mar 20 09:54:07,2017,57.0,39.0,1004.0, 48
Mon Mar 20 09:54:12,2017,43.0,66.0,998.0, 35
Mon Mar 20 09:54:17,2017,55.0,57.0,995.0, 32
Mon Mar 20 09:54:22,2017,57.0,6.0,994.0, 17

Wed Mar 29 03:56:15,2017,45.0,22.0,995.0,195
Wed Mar 29 03:56:20,2017,20.0,55.0,1010.0,176
Wed Mar 29 03:56:25,2017,15.0,24.0,1012.0, 96
Wed Mar 29 04:09:10,2017,15.0,49.0,1010.0,224
Wed Mar 29 04:13:21,2017,31.2,54.0,990.0,145
Wed Mar 29 04:13:26,2017,31.2,36.0,1000.0, 31
Wed Mar 29 04:13:31,2017,31.2,64.0,986.0, 85
Wed Mar 29 04:13:36,2017,31.2,30.0,1010.0,185
Wed Mar 29 04:13:41,2017,31.2,84.0,993.0,149
Tue Mar 28 07:36:23,2017,27.2,47.0,990.0,108
Tue Mar 28 07:36:28,2017,27.3,47.0,1010.0, 29
Tue Mar 28 07:36:33,2017,27.3,47.0,986.0,184
Tue Mar 28 07:36:38,2017,27.3,46.0,1013.0,138
Tue Mar 28 07:36:43,2017,27.3,48.0,986.0, 40
Tue Mar 28 07:36:48,2017,28.8,60.0,987.0, 89
Tue Mar 28 07:36:53,2017,27.3,74.0,985.0, 16
Tue Mar 28 07:36:58,2017,27.4,68.0,987.0, 14
Tue Mar 28 07:37:03,2017,27.8,66.0,992.0, 64
Tue Mar 28 07:37:08,2017,29.2,86.0,994.0,139
Tue Mar 28 07:37:13,2017,28.8,90.0,986.0,153
Tue Mar 28 07:37:18,2017,28.2,91.0,1012.0, 59
Tue Mar 28 07:37:23,2017,28.4,93.0,1004.0, 26
Tue Mar 28 07:37:28,2017,27.4,86.0,1009.0, 89
Tue Mar 28 07:37:33,2017,27.5,73.0,989.0,240
Tue Mar 28 07:37:38,2017,27.6,66.0,999.0, 50
Tue Mar 28 07:37:43,2017,27.7,60.0,988.0,162
Tue Mar 28 07:45:14,2017,28.7,44.0,99545.0,164
Tue Mar 28 07:45:19,2017,28.7,44.0,99535.0,218
Tue Mar 28 07:45:24,2017,28.7,44.0,99539.0,149
Tue Mar 28 07:49:20,2017,29.2,43.0,995.4,138
Tue Mar 28 08:00:25,2017,30.2,41.0,995.3,248
Tue Mar 28 08:00:30,2017,30.2,41.0,995.4, 22
Tue Mar 28 08:00:35,2017,30.2,41.0,995.3,171
Tue Mar 28 08:00:40,2017,30.2,41.0,995.4,118
Tue Mar 28 08:00:45,2017,30.2,41.0,995.3,231
Tue Mar 28 08:00:50,2017,30.2,41.0,995.3,239
Tue Mar 28 08:00:55,2017,30.2,41.0,995.4,135
Tue Mar 28 08:01:00,2017,30.2,41.0,995.3,116
Tue Mar 28 08:01:05,2017,30.2,40.0,995.3,218
Tue Mar 28 08:01:10,2017,30.2,41.0,995.4,174
Tue Mar 28 08:01:15,2017,30.2,41.0,995.3,225
Tue Mar 28 08:01:20,2017,30.2,41.0,995.3,233
Tue Mar 28 08:01:25,2017,30.2,40.0,995.3,205
Tue Mar 28 08:01:30,2017,30.2,40.0,995.3, 11
